"","age","year","meansize"
"294","1.4",2003,591.909219667648
"295","1.4",2004,595.733720622297
"296","1.4",2005,588.232349335094
"297","1.4",2006,583.153800560728
"298","1.4",2007,576.867142459175
"299","1.4",2008,571.00855198899
"300","1.4",2009,583.159591744866
"301","1.4",2010,576.217440719542
"302","1.4",2011,581.454027227382
"303","1.4",2012,588.653998216985
"304","1.4",2013,583.730563627088
"305","1.4",2014,588.529055262594
"306","1.4",2015,565.393694993083
"307","1.4",2016,565.291107113025
"308","1.4",2017,567.930949294966
"309","1.4",2018,559.228666797161
"310","1.4",2019,555.054999643477
"311","1.4",2020,562.439582824085
"312","2.1",1963,386.725662492216
"313","2.1",1964,385.39231761238
"314","2.1",1965,375.354259259259
"315","2.1",1966,368.960281942269
"316","2.1",1967,358.956865956866
"317","2.1",1968,387.775433252681
"318","2.1",1969,374.424480890214
"319","2.1",1970,338.268243828497
"320","2.1",1971,402.255416539518
"321","2.1",1973,353.051558073654
"322","2.1",1974,350.266430824312
"323","2.1",1975,433.921074637758
"324","2.1",1976,378.984819950922
"325","2.1",1977,376.644724977457
"326","2.1",1978,394.837233876244
"327","2.1",1979,418.378059169077
"328","2.1",1980,396.580016697322
"329","2.1",1981,462.459758551308
"330","2.1",1982,376.800618769337
"331","2.1",1983,385.209124054531
"332","2.1",1984,378.195834767642
"333","2.1",1985,411.118056761733
"334","2.1",1986,360.609899255366
"335","2.1",1987,363.07155858339
"336","2.1",1988,372.67368519646
"337","2.1",1989,373.480108481643
"338","2.1",1990,362.031384043466
"339","2.1",1991,366.895959235846
"340","2.1",1992,383.270991346186
"341","2.1",1993,366.257019308126
"342","2.1",1994,373.648506876669
"343","2.1",1995,363.008273930754
"344","2.1",1996,369.277622751291
"345","2.1",1997,360.187503709713
"346","2.1",1998,376.35761589404
"347","2.1",1999,356.146486308149
"348","2.1",2000,345.090700344432
"349","2.1",2001,349.580210896309
"350","2.1",2002,353.413047896484
"351","2.1",2003,391.191552497991
"352","2.1",2004,374.547013578212
"353","2.1",2005,381.714566035288
"354","2.1",2006,369.980997908575
"355","2.1",2007,370.913431167695
"356","2.1",2008,353.213005787064
"357","2.1",2009,349.104712786046
"358","2.1",2010,363.039903578713
"359","2.1",2011,374.224991533487
"360","2.1",2012,347.783921071929
"361","2.1",2013,343.537711011306
"362","2.1",2014,360.408097219795
"363","2.1",2015,378.61233725967
"364","2.1",2016,383.659473263385
"365","2.1",2017,395.575139084389
"366","2.1",2018,366.840439587578
"367","2.1",2019,384.690079879839
"368","2.1",2020,355.779163992981
"369","2.2",1963,528.109558693188
"370","2.2",1964,517.095798978256
"371","2.2",1965,493.874729411229
"372","2.2",1966,515.39190083432
"373","2.2",1967,529.802757534117
"374","2.2",1968,521.502307136992
"375","2.2",1969,522.367746507479
"376","2.2",1970,504.789342019067
"377","2.2",1971,525.809091420539
"378","2.2",1972,520.738029460305
"379","2.2",1973,526.686828854578
"380","2.2",1974,519.462325443067
"381","2.2",1975,509.261658596706
"382","2.2",1976,509.079320235502
"383","2.2",1977,536.89575980029
"384","2.2",1978,524.176298539071
"385","2.2",1979,533.321490426117
"386","2.2",1980,511.336902796763
"387","2.2",1981,533.898242363043
"388","2.2",1982,530.997241920868
"389","2.2",1983,534.36853423341
"390","2.2",1984,512.080230931219
"391","2.2",1985,521.6626260161
"392","2.2",1986,532.73098130178
"393","2.2",1987,523.631094411036
"394","2.2",1988,528.740184372267
"395","2.2",1989,516.089684568046
"396","2.2",1990,501.297451153071
"397","2.2",1991,503.419368765697
"398","2.2",1992,506.938517116574
"399","2.2",1993,527.077783516405
"400","2.2",1994,504.338007771996
"401","2.2",1995,513.585363521973
"402","2.2",1996,524.359471688322
"403","2.2",1997,515.315782168751
"404","2.2",1998,510.668135928426
"405","2.2",1999,518.660290254962
"406","2.2",2000,517.205460768963
"407","2.2",2001,518.650539345173
"408","2.2",2002,516.6742122246
"409","2.2",2003,522.075448397587
"410","2.2",2004,519.501660486426
"411","2.2",2005,520.544863049424
"412","2.2",2006,505.217208877385
"413","2.2",2007,513.909706296045
"414","2.2",2008,506.275250359159
"415","2.2",2009,512.016249990236
"416","2.2",2010,501.940082342715
"417","2.2",2011,510.918583871606
"418","2.2",2012,506.903985967955
"419","2.2",2013,511.419108000773
"420","2.2",2014,508.558683614424
"421","2.2",2015,500.214506264428
"422","2.2",2016,507.841174600085
"423","2.2",2017,521.104247057135
"424","2.2",2018,496.168347229852
"425","2.2",2019,487.385415519713
"426","2.2",2020,484.074956708677
"427","2.3",1963,583.545860103683
"428","2.3",1964,575.681782629609
"429","2.3",1965,567.305276312471
"430","2.3",1966,570.843474987144
"431","2.3",1967,584.235812703461
"432","2.3",1968,587.869509223921
"433","2.3",1969,585.418515504879
"434","2.3",1970,564.893957393103
"435","2.3",1971,573.029675681225
"436","2.3",1972,573.043077987004
"437","2.3",1973,591.484047024089
"438","2.3",1974,579.916717242385
"439","2.3",1975,571.584836813046
"440","2.3",1976,570.789978171881
"441","2.3",1977,593.526199568992
"442","2.3",1978,592.249908514947
"443","2.3",1979,577.417571319266
"444","2.3",1980,568.124201226968
"445","2.3",1981,578.863623556509
"446","2.3",1982,583.611222601784
"447","2.3",1983,582.387019207695
"448","2.3",1984,578.105377877618
"449","2.3",1985,579.336061812897
"450","2.3",1986,575.921607020356
"451","2.3",1987,584.396477687346
"452","2.3",1988,587.477875799382
"453","2.3",1989,588.221761124629
"454","2.3",1990,571.880470488276
"455","2.3",1991,563.948980101979
"456","2.3",1992,560.293951063947
"457","2.3",1993,573.694614195765
"458","2.3",1994,565.797559103064
"459","2.3",1995,572.98402260574
