"","age","year","meansize"
"118","1.2",2000,505.418051860456
"119","1.2",2001,491.813857072588
"120","1.2",2002,493.435710449857
"121","1.2",2003,512.294899151665
"122","1.2",2004,511.316329463697
"123","1.2",2005,499.9336677589
"124","1.2",2006,503.536444078294
"125","1.2",2007,504.469061230722
"126","1.2",2008,496.753422519455
"127","1.2",2009,509.983571081078
"128","1.2",2010,492.551128937033
"129","1.2",2011,495.325233623902
"130","1.2",2012,499.264970530393
"131","1.2",2013,496.939299759967
"132","1.2",2014,495.521759322188
"133","1.2",2015,489.158285230163
"134","1.2",2016,498.734339085536
"135","1.2",2017,506.130290662555
"136","1.2",2018,484.199305136372
"137","1.2",2019,491.115875265122
"138","1.2",2020,484.796892697718
"139","1.3",1963,577.32569242697
"140","1.3",1964,570.559730165194
"141","1.3",1965,562.704148735623
"142","1.3",1966,569.130935590899
"143","1.3",1967,577.603091228671
"144","1.3",1968,580.320540533002
"145","1.3",1969,577.60274553993
"146","1.3",1970,560.521105503644
"147","1.3",1971,575.013175181998
"148","1.3",1972,575.963036643188
"149","1.3",1973,588.342369092116
"150","1.3",1974,567.503841018073
"151","1.3",1975,571.493117695146
"152","1.3",1976,576.993546557811
"153","1.3",1977,594.027972613596
"154","1.3",1978,581.183464855605
"155","1.3",1979,576.341209963649
"156","1.3",1980,566.217782910998
"157","1.3",1981,577.866916220018
"158","1.3",1982,574.878510278533
"159","1.3",1983,565.455176519087
"160","1.3",1984,568.223627553777
"161","1.3",1985,574.632398809354
"162","1.3",1986,574.639631920315
"163","1.3",1987,577.718851980264
"164","1.3",1988,579.120739954815
"165","1.3",1989,573.655193943351
"166","1.3",1990,564.253650907257
"167","1.3",1991,557.525391236072
